TRUE	Deinococci	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	56	0	43	2	0	7	7	8	24	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	164	378	262	177	534	176	171	204	27	14	22	48	266	173	217	116	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Deltaproteobacteria	0	0	0	0	0	1	1	0	2	0	0	0	2	0	8	1	4	1	13	3	21	0	25	7	0	117	26	24	6	2	3	14	2	0	0	0	0	0	1	1	1	0	0	1	1	83	186	128	87	185	81	84	81	49	50	70	53	175	111	84	80	1	0	1	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfarculia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	55	51	31	92	44	29	31	7	1	2	13	69	46	53	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobaccia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	1	18	0	18	11	0	28	9	14	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	42	101	41	44	95	50	50	36	40	32	32	46	83	83	82	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobulbia	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	71	125	122	49	129	60	62	74	6	11	9	17	113	107	70	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfovibrionia	2	0	1	1	3	0	3	1	5	2	6	2	10	7	2	2	3	1	101	5	35	1	79	46	0	56	14	12	6	9	4	12	0	0	1	0	0	2	3	0	1	0	0	1	1	354	693	486	299	896	319	405	380	69	28	59	89	559	424	370	244	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfurellia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	16	19	8	10	15	15	6	11	5	2	8	4	24	16	20	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfuromonadia	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	9	0	23	0	10	3	0	18	1	1	1	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	153	313	207	132	380	160	159	165	36	15	29	47	253	206	181	148	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Dethiobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	2	0	4	1	3	3	1	0	1	1	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dictyoglomia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	7	5	0	26	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	24	22	20	17	21	10	13	10	6	8	1	8	10	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Elusimicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	1	4	2	2	0	6	11	9	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Endomicrobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	11	9	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	19	34	15	21	32	15	15	12	17	16	14	14	9	17	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Epsilonproteobacteria	91	124	58	76	104	487	17	30	20	20	12	39	13	9	63	29	46	195	79	5	89	1	72	114	0	46	251	244	266	34	18	137	1	69	105	39	46	19	126	33	16	214	90	168	572	3837	15830	4349	3142	2395	7413	1909	998	16183	10729	10099	13702	12981	4502	7364	12514	99	114	220	200	0	994	223	72	560	114	9863	562	1	21	8	15	1	5	4	9	171	27	43	115
TRUE	Erysipelotrichia	1067	546	369	1073	209	461	4967	2843	3579	4314	5064	2281	4414	3297	1498	939	2262	2562	19040	636	12362	50	25386	11264	6	18939	4499	5429	2226	1201	590	4129	41	5623	3060	2523	3420	4903	3783	3363	2742	1659	1425	1948	2692	96805	136323	76549	85207	102228	50622	43652	43264	12592	4999	8129	15632	26260	17092	24459	16832	8438	1847	10190	8767	67	10263	4758	5609	475	221	17783	406	2440	1721	1145	4309	608	741	1278	3483	1462	540	606	802
TRUE	Eurotiomycetes	3	0	0	1	0	2	1	3	2	3	1	6	6	7	6	3	3	2	11	1	42	2	14	8	0	100	40	33	3	32	16	17	1	9	2	6	5	9	5	3	6	7	7	4	18	859	1871	1134	882	1294	1035	690	634	1967	1391	2135	3626	605	580	540	432	10	2	16	14	0	18	12	6	2	0	47	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fibrobacteria	0	0	0	0	0	0	1	1	3	0	2	0	0	0	1	0	2	3	9	2	1	0	15	17	0	2	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	158	236	196	127	329	162	113	120	41	20	27	37	153	148	125	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fimbriimonadia	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	1	1	1	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flavobacteriia	0	0	0	2	1	1	2	0	3	0	3	1	5	6	6	3	2	4	1042	65	3338	9	3967	762	0	4424	3383	7639	4918	198	102	3443	31	5122	3778	3538	3670	6899	5367	4588	3699	4946	5560	5616	5728	1531	2935	1891	1417	2212	1553	1304	1175	1693	1389	1543	1404	1759	1291	1283	964	9	1	17	12	1	10	7	12	1	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0
TRUE	Fusobacteriia	147	131	75	178	22	45	1224	1247	1487	1233	1156	1179	2190	807	2682	1846	3467	2855	4357	429	5709	14	5018	5573	0	5941	79766	80041	23133	3249	2601	16099	71	3210	3587	2804	2629	2649	4927	3984	2017	5832	6647	6363	6278	11250	37883	19243	12261	11853	17125	11853	6688	53823	47430	50775	29379	18290	16602	21536	6066	1336	904	12998	8010	9	6507	4353	3630	3778	1060	115727	1933	116	326	212	472	41	193	250	480	3195	1352	1908	912
TRUE	Gammaproteobacteria	8	4	5	13	26	91	1082	1326	669	1517	1142	1488	1197	1585	302	354	427	840	434	23	533	2	538	276	0	432	676	641	384	129	98	412	1	27	36	20	24	36	41	30	30	51	87	55	90	3991	9122	5044	3688	8600	5798	3749	3889	2831	2400	2955	4470	7864	6187	5280	4571	73	42	212	123	1	136	74	47	71	46	1115	27	2	0	1	2	0	0	0	6	17	9	7	8
TRUE	Gemmatimonadia	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	42	36	18	50	8	15	19	2	1	1	1	21	34	25	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Halobacteria	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	291	163	112	413	144	114	129	20	14	31	49	184	166	125	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Hydrogenophilia	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	7	0	6	10	0	3	64	41	14	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	1	28	46	33	28	56	23	37	16	19	21	30	22	55	39	36	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ignavibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	58	3	31	0	55	36	0	27	43	47	11	0	0	18	0	1	0	1	1	1	3	0	0	1	0	4	3	20	27	14	9	22	16	18	4	23	27	29	31	26	24	18	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Kinetoplastea	0	0	0	0	0	0	0	1	3	0	1	0	4	2	1	0	1	2	2	0	10	0	7	4	0	51	24	14	3	9	9	5	1	2	0	0	0	6	2	2	1	1	3	2	2	153	297	166	152	271	196	121	110	382	284	547	1218	156	128	105	128	1	1	1	0	0	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ktedonobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	2	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	3	2	1	1	2	0	3	4	5	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Lentisphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	88	54	39	113	48	56	53	2	0	3	6	81	53	57	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Malasseziomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	4	3	8	5	4	4	18	20	24	25	13	8	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanobacteria	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	177	251	167	117	166	123	123	100	135	106	92	156	52	51	39	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanococci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	77	56	36	67	41	33	31	38	30	39	35	94	54	58	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanomicrobia	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	804	447	248	402	440	422	274	307	299	489	222	253	365	362	134	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methanonatronarchaeia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	8	5	2	7	4	3	3	2	8	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Methylacidiphilae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Mollicutes	2	0	0	0	0	0	40	11	33	34	57	21	54	40	15	33	40	44	132	3	180	1	181	70	0	319	70	52	70	14	3	68	0	4	1	0	4	1	1	0	3	0	1	3	0	163	312	218	175	196	158	103	125	226	175	182	204	121	131	108	52	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Myxococcia	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	3	0	2	2	0	1	0	8	1	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	145	331	221	124	408	162	199	189	9	8	11	19	260	144	150	135	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Negativicutes	128	211	98	141	23	71	48	60	47	24	74	107	124	51	68	117	65	58	403	49	487	4	587	918	0	932	4386	5239	2482	129	225	394	5	87	239	93	82	159	461	311	167	219	500	149	215	4428	20832	7295	4050	8782	14936	7803	6224	57100	49908	88585	37421	6639	11149	4611	2755	305	583	1772	621	7	5528	2300	1404	515	530	10320	169	16	78	25	36	11	71	95	170	234	215	80	54
TRUE	Nitrososphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	30	23	11	26	11	23	9	18	32	24	21	14	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nitrospinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Nitrospiria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	29	45	47	36	48	53	26	41	10	9	15	15	37	30	27	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Oligoflexia	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	2	2	3	2	0	2	4	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Opitutia	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	2	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	84	189	124	70	227	67	103	94	4	11	6	6	144	99	79	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Phycisphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	7	0	0	1	2	1	7	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Planctomycetia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	8	0	5	3	0	1	2	1	0	0	1	3	0	0	0	0	0	0	0	6	0	0	2	0	6	5	19	7	3	24	13	9	6	6	1	1	0	16	11	9	12	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Pneumocystomycetes	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	69	53	45	35	33	28	19	68	48	90	77	13	27	23	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rhodothermia	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	2	5	0	1	5	5	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	37	101	59	44	131	49	47	55	4	4	2	5	84	51	50	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Rubrobacteria	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	1	6	0	2	2	0	2	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	68	45	31	83	25	48	36	0	1	0	1	53	35	34	20	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saccharomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	5	0	0	0	0	16	6	0	0	7	4	4	0	1	0	0	0	0	0	0	0	0	1	0	0	97	200	99	96	135	121	67	77	189	144	204	461	107	99	77	75	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Saprospiria	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	8	0	14	0	10	12	0	4	13	6	8	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	25	34	36	14	36	19	19	17	45	34	35	32	46	23	27	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Spartobacteria	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	5	1	0	2	0	3	0	0	1	7	7	6	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	4	9	5	5	7	15	9	12	3	0	1	0	0	8	4	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TRUE	Sphingobacteriia	0	0	0	0	0	0	4	0	0	1	2	0	1	2	0	0	1	8	51	2	18	0	37	23	0	34	38	61	34	5	1	26	1	4	3	0	0	1	4	1	1	3	1	0	3	205	373	249	171	259	218	183	149	284	223	220	217	255	224	178	153	2	0	3	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Spirochaetia	0	0	0	1	0	0	13	6	5	9	15	2	9	9	4	3	3	26	269	26	40	0	92	116	0	50	60	30	8	16	10	7	0	0	0	1	0	1	2	0	0	0	0	0	0	477	926	643	439	870	501	440	391	432	342	408	330	684	583	530	386	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Synergistia	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	26	1	16	0	39	20	0	15	42	47	19	6	2	51	0	2	3	1	1	2	0	1	1	0	1	2	1	74	134	96	59	182	88	48	63	15	9	16	19	123	96	86	53	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Syntrophia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	2	1	5	3	4	4	1	0	1	8	6	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Syntrophobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	4	2	2	1	0	0	2	1	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Tepidiformia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	11	4	0	17	6	10	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	38	68	63	41	120	30	28	39	4	2	0	0	71	34	44	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Terriglobia	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	7	2	1	0	9	5	0	2	2	10	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	57	106	64	57	112	30	60	55	5	10	5	9	73	67	61	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Terrimicrobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	1	14	1	4	5	2	4	1	3	7	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Theionarchaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	8	6	6	4	0	4	5	10	1	4	4	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoanaerobaculia	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	2	2	0	3	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	11	4	31	12	17	10	0	0	0	0	19	14	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermococci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	25	22	19	32	15	14	8	14	10	10	9	19	13	20	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermodesulfobacteria	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	7	0	17	14	0	3	12	21	13	0	0	9	0	0	0	0	1	0	0	1	0	0	0	1	1	24	43	27	14	31	21	13	11	5	7	9	10	28	16	29	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermodesulfovibrionia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	14	36	14	19	9	12	9	12	37	33	41	22	17	12	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoflexia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	10	5	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoleophilia	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	1	0	15	20	0	17	0	58	18	0	4	13	11	16	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	21	24	16	14	51	19	63	19	1	4	0	1	40	18	12	130	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1
TRUE	Thermomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	20	16	6	30	8	15	3	3	6	2	4	16	6	15	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoplasmata	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	42	32	21	64	16	24	34	12	2	5	6	40	21	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermoprotei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	22	31	22	21	32	23	17	17	25	21	19	19	7	7	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Thermotogae	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	3	0	83	3	18	0	53	32	0	31	13	12	4	3	0	27	0	1	0	1	0	1	0	1	1	0	1	0	0	88	119	103	88	99	70	82	63	94	71	73	54	55	71	40	31	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Tissierellia	4	1	0	0	1	5	23	9	10	8	22	8	19	8	11	15	8	9	674	45	479	3	768	467	0	642	353	210	108	70	47	293	7	40	23	15	26	21	23	26	22	14	9	6	9	831	1536	992	839	1019	804	654	630	814	616	704	457	671	594	548	425	15	2	11	18	0	15	7	6	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Tremellomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	46	88	49	44	60	37	33	25	44	41	54	96	36	36	28	37	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Verrucomicrobiia	0	0	0	0	0	0	0	1	1	0	1	1	4	1	2	1	2	1	96	6	69	0	61	72	0	103	670	1001	361	9	14	265	0	1	3	2	4	1	8	5	0	3	1	2	5	25	75	41	39	72	37	36	35	54	43	41	46	71	41	47	47	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Vicinamibacteria	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	8	16	22	18	29	13	28	14	1	18	0	1	21	15	8	76	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Zetaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	7	3	8	4	8	1	3	6	10	5	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
